ANO,MES,DIA,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha,festivo
2020,9,20,22,,3,29,5.0,6.0,33,48.42,2020-09-20 21:00:00,2020-09-20 00:00:00,laborable
2020,9,20,23,,6,33,2.0,2.0,42,41.39,2020-09-20 22:00:00,2020-09-20 00:00:00,laborable
2020,9,20,24,,1,21,8.0,9.0,23,45.1,2020-09-20 23:00:00,2020-09-20 00:00:00,laborable
2020,9,21,1,,3,32,6.0,7.0,36,27.72,2020-09-21 00:00:00,2020-09-21 00:00:00,laborable
2020,9,21,2,,1,24,1.0,1.0,25,30.38,2020-09-21 01:00:00,2020-09-21 00:00:00,laborable
2020,9,21,3,,1,25,10.0,11.0,26,23.76,2020-09-21 02:00:00,2020-09-21 00:00:00,laborable
2020,9,21,4,,1,25,13.0,14.0,26,25.09,2020-09-21 03:00:00,2020-09-21 00:00:00,laborable
2020,9,21,5,,1,15,6.0,7.0,17,37.31,2020-09-21 04:00:00,2020-09-21 00:00:00,laborable
2020,9,21,6,,1,20,9.0,10.0,22,24.69,2020-09-21 05:00:00,2020-09-21 00:00:00,laborable
2020,9,21,7,,15,41,8.0,9.0,63,11.15,2020-09-21 06:00:00,2020-09-21 00:00:00,laborable
2020,9,21,8,,49,49,5.0,7.0,124,9.88,2020-09-21 07:00:00,2020-09-21 00:00:00,laborable
2020,9,21,9,,18,41,11.0,13.0,69,9.88,2020-09-21 08:00:00,2020-09-21 00:00:00,laborable
2020,9,21,10,,31,46,7.0,9.0,93,12.68,2020-09-21 09:00:00,2020-09-21 00:00:00,laborable
2020,9,21,11,,27,37,7.0,10.0,77,19.86,2020-09-21 10:00:00,2020-09-21 00:00:00,laborable
2020,9,21,12,,22,38,13.0,16.0,72,18.87,2020-09-21 11:00:00,2020-09-21 00:00:00,laborable
2020,9,21,13,,6,26,8.0,11.0,36,40.8,2020-09-21 12:00:00,2020-09-21 00:00:00,laborable
2020,9,21,14,,10,27,13.0,15.0,41,53.48,2020-09-21 13:00:00,2020-09-21 00:00:00,laborable
2020,9,21,15,,5,22,22.0,24.0,30,66.95,2020-09-21 14:00:00,2020-09-21 00:00:00,laborable
2020,9,21,16,,7,21,4.0,7.0,31,74.75,2020-09-21 15:00:00,2020-09-21 00:00:00,laborable
2020,9,21,17,,5,22,7.0,9.0,29,78.5,2020-09-21 16:00:00,2020-09-21 00:00:00,laborable
2020,9,21,18,,5,25,9.0,11.0,33,75.72,2020-09-21 17:00:00,2020-09-21 00:00:00,laborable
2020,9,21,19,,8,36,16.0,17.0,48,67.79,2020-09-21 18:00:00,2020-09-21 00:00:00,laborable
2020,9,21,20,,6,44,8.0,10.0,53,59.73,2020-09-21 19:00:00,2020-09-21 00:00:00,laborable
2020,9,21,21,,24,85,9.0,11.0,122,23.83,2020-09-21 20:00:00,2020-09-21 00:00:00,laborable
2020,9,21,22,,33,95,11.0,14.0,145,12.84,2020-09-21 21:00:00,2020-09-21 00:00:00,laborable
2020,9,21,23,,11,65,15.0,17.0,83,27.65,2020-09-21 22:00:00,2020-09-21 00:00:00,laborable
2020,9,21,24,,13,53,9.0,11.0,73,30.1,2020-09-21 23:00:00,2020-09-21 00:00:00,laborable
2020,9,22,1,,13,73,8.0,10.0,93,11.31,2020-09-22 00:00:00,2020-09-22 00:00:00,laborable
2020,9,22,2,,11,69,18.0,19.0,85,9.94,2020-09-22 01:00:00,2020-09-22 00:00:00,laborable
2020,9,22,3,,1,36,13.0,15.0,38,21.22,2020-09-22 02:00:00,2020-09-22 00:00:00,laborable
2020,9,22,4,,1,28,1.0,4.0,29,25.29,2020-09-22 03:00:00,2020-09-22 00:00:00,laborable
2020,9,22,5,,1,23,3.0,5.0,25,27.59,2020-09-22 04:00:00,2020-09-22 00:00:00,laborable
2020,9,22,6,,1,23,11.0,12.0,25,22.61,2020-09-22 05:00:00,2020-09-22 00:00:00,laborable
2020,9,22,7,,11,31,12.0,13.0,48,20.74,2020-09-22 06:00:00,2020-09-22 00:00:00,laborable
2020,9,22,8,,35,44,8.0,10.0,97,9.73,2020-09-22 07:00:00,2020-09-22 00:00:00,laborable
2020,9,22,9,,140,81,14.0,17.0,295,7.79,2020-09-22 08:00:00,2020-09-22 00:00:00,laborable
2020,9,22,10,,63,79,16.0,20.0,176,15.73,2020-09-22 09:00:00,2020-09-22 00:00:00,laborable
2020,9,22,11,,47,72,10.0,15.0,143,14.73,2020-09-22 10:00:00,2020-09-22 00:00:00,laborable
2020,9,22,12,,40,70,15.0,20.0,131,19.14,2020-09-22 11:00:00,2020-09-22 00:00:00,laborable
2020,9,22,13,,23,56,1.0,1.0,91,30.05,2020-09-22 12:00:00,2020-09-22 00:00:00,laborable
2020,9,22,14,,10,38,1.0,1.0,53,49.98,2020-09-22 13:00:00,2020-09-22 00:00:00,laborable
2020,9,22,15,,5,25,11.0,12.0,32,67.67,2020-09-22 14:00:00,2020-09-22 00:00:00,laborable
2020,9,22,16,,6,26,19.0,21.0,34,68.66,2020-09-22 15:00:00,2020-09-22 00:00:00,laborable
2020,9,22,17,,5,24,4.0,7.0,31,69.88,2020-09-22 16:00:00,2020-09-22 00:00:00,laborable
2020,9,22,18,,5,23,19.0,20.0,31,69.39,2020-09-22 17:00:00,2020-09-22 00:00:00,laborable
2020,9,22,19,,9,31,12.0,13.0,45,60.49,2020-09-22 18:00:00,2020-09-22 00:00:00,laborable
2020,9,22,20,,9,37,2.0,4.0,52,53.05,2020-09-22 19:00:00,2020-09-22 00:00:00,laborable
2020,9,22,21,,4,32,7.0,8.0,38,52.1,2020-09-22 20:00:00,2020-09-22 00:00:00,laborable
2020,9,22,22,,1,27,6.0,8.0,29,53.84,2020-09-22 21:00:00,2020-09-22 00:00:00,laborable
2020,9,22,23,,2,20,8.0,9.0,22,57.04,2020-09-22 22:00:00,2020-09-22 00:00:00,laborable
2020,9,22,24,,2,26,6.0,8.0,28,49.5,2020-09-22 23:00:00,2020-09-22 00:00:00,laborable
2020,9,23,1,,1,17,11.0,13.0,18,53.06,2020-09-23 00:00:00,2020-09-23 00:00:00,laborable
2020,9,23,2,,1,15,7.0,9.0,16,52.17,2020-09-23 01:00:00,2020-09-23 00:00:00,laborable
2020,9,23,3,,2,20,8.0,9.0,23,43.22,2020-09-23 02:00:00,2020-09-23 00:00:00,laborable
2020,9,23,4,,1,25,7.0,9.0,27,38.6,2020-09-23 03:00:00,2020-09-23 00:00:00,laborable
2020,9,23,5,,1,17,8.0,10.0,18,40.75,2020-09-23 04:00:00,2020-09-23 00:00:00,laborable
2020,9,23,6,,2,26,5.0,7.0,29,29.13,2020-09-23 05:00:00,2020-09-23 00:00:00,laborable
2020,9,23,7,,2,30,7.0,9.0,33,27.06,2020-09-23 06:00:00,2020-09-23 00:00:00,laborable
2020,9,23,8,,12,41,1.0,2.0,60,19.18,2020-09-23 07:00:00,2020-09-23 00:00:00,laborable
2020,9,23,9,,13,44,8.0,10.0,64,22.66,2020-09-23 08:00:00,2020-09-23 00:00:00,laborable
2020,9,23,10,,15,45,12.0,14.0,68,24.11,2020-09-23 09:00:00,2020-09-23 00:00:00,laborable
2020,9,23,11,,7,28,10.0,13.0,39,35.56,2020-09-23 10:00:00,2020-09-23 00:00:00,laborable
2020,9,23,12,,5,21,5.0,7.0,29,40.7,2020-09-23 11:00:00,2020-09-23 00:00:00,laborable
2020,9,23,13,,6,18,4.0,7.0,27,44.7,2020-09-23 12:00:00,2020-09-23 00:00:00,laborable
2020,9,23,14,,6,18,2.0,5.0,28,47.75,2020-09-23 13:00:00,2020-09-23 00:00:00,laborable
2020,9,23,15,,5,16,1.0,1.0,23,49.41,2020-09-23 14:00:00,2020-09-23 00:00:00,laborable
2020,9,23,16,,5,15,3.0,6.0,23,50.74,2020-09-23 15:00:00,2020-09-23 00:00:00,laborable
2020,9,23,17,,4,15,12.0,13.0,22,53.32,2020-09-23 16:00:00,2020-09-23 00:00:00,laborable
2020,9,23,18,,4,17,7.0,9.0,24,52.1,2020-09-23 17:00:00,2020-09-23 00:00:00,laborable
2020,9,23,19,,5,20,2.0,4.0,28,50.7,2020-09-23 18:00:00,2020-09-23 00:00:00,laborable
2020,9,23,20,,6,21,6.0,8.0,30,50.25,2020-09-23 19:00:00,2020-09-23 00:00:00,laborable
2020,9,23,21,,5,24,1.0,2.0,31,47.19,2020-09-23 20:00:00,2020-09-23 00:00:00,laborable
2020,9,23,22,,3,19,6.0,8.0,24,47.9,2020-09-23 21:00:00,2020-09-23 00:00:00,laborable
2020,9,23,23,,2,15,1.0,2.0,18,48.84,2020-09-23 22:00:00,2020-09-23 00:00:00,laborable
2020,9,23,24,,1,13,1.0,1.0,14,49.32,2020-09-23 23:00:00,2020-09-23 00:00:00,laborable
2020,9,24,1,,1,11,1.0,2.0,13,46.95,2020-09-24 00:00:00,2020-09-24 00:00:00,laborable
2020,9,24,2,,2,11,1.0,1.0,14,47.16,2020-09-24 01:00:00,2020-09-24 00:00:00,laborable
2020,9,24,3,,1,9,2.0,3.0,10,45.44,2020-09-24 02:00:00,2020-09-24 00:00:00,laborable
2020,9,24,4,,1,9,1.0,2.0,11,40.77,2020-09-24 03:00:00,2020-09-24 00:00:00,laborable
2020,9,24,5,,2,10,3.0,4.0,12,36.87,2020-09-24 04:00:00,2020-09-24 00:00:00,laborable
2020,9,24,6,,3,11,4.0,5.0,16,34.31,2020-09-24 05:00:00,2020-09-24 00:00:00,laborable
2020,9,24,7,,9,25,5.0,6.0,39,28.13,2020-09-24 06:00:00,2020-09-24 00:00:00,laborable
2020,9,24,8,,11,30,7.0,8.0,47,28.01,2020-09-24 07:00:00,2020-09-24 00:00:00,laborable
2020,9,24,9,,10,33,6.0,7.0,48,20.92,2020-09-24 08:00:00,2020-09-24 00:00:00,laborable
2020,9,24,10,,6,26,8.0,9.0,35,22.94,2020-09-24 09:00:00,2020-09-24 00:00:00,laborable
2020,9,24,11,,7,23,8.0,9.0,34,26.04,2020-09-24 10:00:00,2020-09-24 00:00:00,laborable
2020,9,24,12,,7,21,6.0,8.0,31,29.84,2020-09-24 11:00:00,2020-09-24 00:00:00,laborable
2020,9,24,13,,9,19,8.0,9.0,32,33.15,2020-09-24 12:00:00,2020-09-24 00:00:00,laborable
2020,9,24,14,,8,17,3.0,5.0,29,32.88,2020-09-24 13:00:00,2020-09-24 00:00:00,laborable
2020,9,24,15,,9,19,13.0,13.0,33,36.55,2020-09-24 14:00:00,2020-09-24 00:00:00,laborable
2020,9,24,16,,6,17,15.0,17.0,27,39.19,2020-09-24 15:00:00,2020-09-24 00:00:00,laborable
2020,9,24,17,,6,18,6.0,7.0,28,41.09,2020-09-24 16:00:00,2020-09-24 00:00:00,laborable
2020,9,24,18,,19,32,9.0,10.0,62,38.11,2020-09-24 17:00:00,2020-09-24 00:00:00,laborable
2020,9,24,19,,23,38,13.0,13.0,74,39.68,2020-09-24 18:00:00,2020-09-24 00:00:00,laborable
2020,9,24,20,,5,26,19.0,19.0,33,46.26,2020-09-24 19:00:00,2020-09-24 00:00:00,laborable
2020,9,24,21,,4,26,8.0,10.0,32,45.58,2020-09-24 20:00:00,2020-09-24 00:00:00,laborable
2020,9,24,22,,3,32,8.0,9.0,37,39.25,2020-09-24 21:00:00,2020-09-24 00:00:00,laborable
2020,9,24,23,,2,22,9.0,11.0,25,48.27,2020-09-24 22:00:00,2020-09-24 00:00:00,laborable
2020,9,24,24,,1,13,11.0,11.0,15,61.65,2020-09-24 23:00:00,2020-09-24 00:00:00,laborable
2020,9,25,1,,1,12,9.0,11.0,14,67.07,2020-09-25 00:00:00,2020-09-25 00:00:00,laborable
2020,9,25,2,,1,9,5.0,6.0,11,66.42,2020-09-25 01:00:00,2020-09-25 00:00:00,laborable
2020,9,25,3,,1,11,1.0,2.0,12,60.0,2020-09-25 02:00:00,2020-09-25 00:00:00,laborable
2020,9,25,4,,1,6,3.0,4.0,7,60.45,2020-09-25 03:00:00,2020-09-25 00:00:00,laborable
2020,9,25,5,,1,5,6.0,7.0,6,61.02,2020-09-25 04:00:00,2020-09-25 00:00:00,laborable
2020,9,25,6,,1,7,5.0,6.0,8,62.83,2020-09-25 05:00:00,2020-09-25 00:00:00,laborable
2020,9,25,7,,2,12,5.0,7.0,15,61.98,2020-09-25 06:00:00,2020-09-25 00:00:00,laborable
2020,9,25,8,,3,18,5.0,7.0,23,57.64,2020-09-25 07:00:00,2020-09-25 00:00:00,laborable
2020,9,25,9,,3,20,4.0,6.0,24,58.17,2020-09-25 08:00:00,2020-09-25 00:00:00,laborable
2020,9,25,10,,4,22,4.0,7.0,29,57.68,2020-09-25 09:00:00,2020-09-25 00:00:00,laborable
2020,9,25,11,,3,16,6.0,9.0,21,64.52,2020-09-25 10:00:00,2020-09-25 00:00:00,laborable
2020,9,25,12,,3,14,8.0,11.0,18,63.44,2020-09-25 11:00:00,2020-09-25 00:00:00,laborable
2020,9,25,13,,4,16,10.0,13.0,22,62.31,2020-09-25 12:00:00,2020-09-25 00:00:00,laborable
2020,9,25,14,,5,16,7.0,10.0,23,62.71,2020-09-25 13:00:00,2020-09-25 00:00:00,laborable
2020,9,25,15,,4,16,7.0,8.0,22,65.26,2020-09-25 14:00:00,2020-09-25 00:00:00,laborable
2020,9,25,16,,4,15,8.0,8.0,21,67.02,2020-09-25 15:00:00,2020-09-25 00:00:00,laborable
2020,9,25,17,,5,17,5.0,7.0,24,67.12,2020-09-25 16:00:00,2020-09-25 00:00:00,laborable
2020,9,25,18,,2,14,2.0,3.0,17,71.09,2020-09-25 17:00:00,2020-09-25 00:00:00,laborable
2020,9,25,19,,2,15,5.0,6.0,18,69.66,2020-09-25 18:00:00,2020-09-25 00:00:00,laborable
2020,9,25,20,,2,19,3.0,5.0,22,64.58,2020-09-25 19:00:00,2020-09-25 00:00:00,laborable
2020,9,25,21,,4,26,4.0,5.0,32,55.8,2020-09-25 20:00:00,2020-09-25 00:00:00,laborable
2020,9,25,22,,3,27,2.0,4.0,32,53.29,2020-09-25 21:00:00,2020-09-25 00:00:00,laborable
2020,9,25,23,,1,21,3.0,4.0,23,56.57,2020-09-25 22:00:00,2020-09-25 00:00:00,laborable
2020,9,25,24,,2,24,2.0,2.0,28,53.93,2020-09-25 23:00:00,2020-09-25 00:00:00,laborable
2020,9,26,1,,1,19,4.0,5.0,21,53.5,2020-09-26 00:00:00,2020-09-26 00:00:00,laborable
2020,9,26,2,,1,11,4.0,5.0,13,59.18,2020-09-26 01:00:00,2020-09-26 00:00:00,laborable
2020,9,26,3,,1,14,2.0,3.0,15,52.89,2020-09-26 02:00:00,2020-09-26 00:00:00,laborable
2020,9,26,4,,1,10,1.0,1.0,11,56.21,2020-09-26 03:00:00,2020-09-26 00:00:00,laborable
2020,9,26,5,,1,15,2.0,2.0,16,50.56,2020-09-26 04:00:00,2020-09-26 00:00:00,laborable
2020,9,26,6,,1,27,1.0,1.0,30,39.94,2020-09-26 05:00:00,2020-09-26 00:00:00,laborable
2020,9,26,7,,3,35,7.0,8.0,41,33.69,2020-09-26 06:00:00,2020-09-26 00:00:00,laborable
2020,9,26,8,,4,41,7.0,8.0,48,27.91,2020-09-26 07:00:00,2020-09-26 00:00:00,laborable
2020,9,26,9,,27,64,8.0,9.0,105,12.53,2020-09-26 08:00:00,2020-09-26 00:00:00,laborable
2020,9,26,10,,23,52,10.0,13.0,87,23.36,2020-09-26 09:00:00,2020-09-26 00:00:00,laborable
2020,9,26,11,,8,30,6.0,9.0,42,41.06,2020-09-26 10:00:00,2020-09-26 00:00:00,laborable
2020,9,26,12,,7,24,6.0,9.0,35,47.27,2020-09-26 11:00:00,2020-09-26 00:00:00,laborable
2020,9,26,13,,11,28,6.0,8.0,45,48.26,2020-09-26 12:00:00,2020-09-26 00:00:00,laborable
2020,9,26,14,,7,25,7.0,8.0,36,52.82,2020-09-26 13:00:00,2020-09-26 00:00:00,laborable
2020,9,26,15,,5,20,2.0,3.0,28,58.92,2020-09-26 14:00:00,2020-09-26 00:00:00,laborable
2020,9,26,16,,2,10,8.0,10.0,13,62.82,2020-09-26 15:00:00,2020-09-26 00:00:00,laborable
2020,9,26,17,,2,10,13.0,14.0,13,66.44,2020-09-26 16:00:00,2020-09-26 00:00:00,laborable
2020,9,26,18,,2,11,7.0,8.0,14,66.28,2020-09-26 17:00:00,2020-09-26 00:00:00,laborable
2020,9,26,19,,2,14,4.0,4.0,17,66.5,2020-09-26 18:00:00,2020-09-26 00:00:00,laborable
2020,9,26,20,,1,18,11.0,12.0,19,64.68,2020-09-26 19:00:00,2020-09-26 00:00:00,laborable
2020,9,26,21,,1,22,6.0,7.0,24,57.53,2020-09-26 20:00:00,2020-09-26 00:00:00,laborable
2020,9,26,22,,2,18,3.0,5.0,21,57.47,2020-09-26 21:00:00,2020-09-26 00:00:00,laborable
2020,9,26,23,,1,14,4.0,5.0,17,55.97,2020-09-26 22:00:00,2020-09-26 00:00:00,laborable
2020,9,26,24,,2,10,6.0,8.0,13,55.7,2020-09-26 23:00:00,2020-09-26 00:00:00,laborable
2020,9,27,1,,1,9,2.0,4.0,10,54.59,2020-09-27 00:00:00,2020-09-27 00:00:00,laborable
2020,9,27,2,,1,8,1.0,1.0,10,55.74,2020-09-27 01:00:00,2020-09-27 00:00:00,laborable
2020,9,27,3,,1,6,5.0,5.0,8,58.19,2020-09-27 02:00:00,2020-09-27 00:00:00,laborable
2020,9,27,4,,1,7,8.0,8.0,9,58.89,2020-09-27 03:00:00,2020-09-27 00:00:00,laborable
2020,9,27,5,,1,6,7.0,9.0,7,61.91,2020-09-27 04:00:00,2020-09-27 00:00:00,laborable
2020,9,27,6,,1,5,2.0,3.0,7,59.78,2020-09-27 05:00:00,2020-09-27 00:00:00,laborable
2020,9,27,7,,1,6,1.0,1.0,7,59.03,2020-09-27 06:00:00,2020-09-27 00:00:00,laborable
2020,9,27,8,,1,8,1.0,2.0,10,53.53,2020-09-27 07:00:00,2020-09-27 00:00:00,laborable
2020,9,27,9,,2,16,3.0,4.0,19,42.64,2020-09-27 08:00:00,2020-09-27 00:00:00,laborable
2020,9,27,10,,3,19,2.0,4.0,24,37.28,2020-09-27 09:00:00,2020-09-27 00:00:00,laborable
2020,9,27,11,,3,17,3.0,5.0,22,40.87,2020-09-27 10:00:00,2020-09-27 00:00:00,laborable
2020,9,27,12,,4,16,2.0,4.0,22,43.31,2020-09-27 11:00:00,2020-09-27 00:00:00,laborable
2020,9,27,13,,3,14,8.0,9.0,18,51.93,2020-09-27 12:00:00,2020-09-27 00:00:00,laborable
2020,9,27,14,,4,17,10.0,12.0,24,56.68,2020-09-27 13:00:00,2020-09-27 00:00:00,laborable
2020,9,27,15,,3,15,11.0,12.0,19,65.65,2020-09-27 14:00:00,2020-09-27 00:00:00,laborable
2020,9,27,16,,1,12,5.0,5.0,14,77.62,2020-09-27 15:00:00,2020-09-27 00:00:00,laborable
2020,9,27,17,,3,17,4.0,5.0,22,74.78,2020-09-27 16:00:00,2020-09-27 00:00:00,laborable
2020,9,27,18,,4,24,17.0,19.0,30,69.13,2020-09-27 17:00:00,2020-09-27 00:00:00,laborable
2020,9,27,19,,5,29,3.0,4.0,36,62.25,2020-09-27 18:00:00,2020-09-27 00:00:00,laborable
2020,9,27,20,,5,36,5.0,7.0,44,55.95,2020-09-27 19:00:00,2020-09-27 00:00:00,laborable
2020,9,27,21,,5,39,1.0,3.0,47,51.38,2020-09-27 20:00:00,2020-09-27 00:00:00,laborable
2020,9,27,22,,2,33,4.0,5.0,36,51.22,2020-09-27 21:00:00,2020-09-27 00:00:00,laborable
2020,9,27,23,,2,36,6.0,7.0,40,46.53,2020-09-27 22:00:00,2020-09-27 00:00:00,laborable
2020,9,27,24,,3,34,1.0,2.0,38,48.71,2020-09-27 23:00:00,2020-09-27 00:00:00,laborable
2020,9,28,1,,5,47,4.0,6.0,54,32.32,2020-09-28 00:00:00,2020-09-28 00:00:00,laborable
2020,9,28,2,,2,47,7.0,9.0,50,23.54,2020-09-28 01:00:00,2020-09-28 00:00:00,laborable
2020,9,28,3,,1,23,3.0,5.0,25,34.75,2020-09-28 02:00:00,2020-09-28 00:00:00,laborable
2020,9,28,4,,1,20,3.0,5.0,21,35.47,2020-09-28 03:00:00,2020-09-28 00:00:00,laborable
2020,9,28,5,,1,22,3.0,4.0,24,26.6,2020-09-28 04:00:00,2020-09-28 00:00:00,laborable
2020,9,28,6,,6,29,4.0,6.0,38,18.43,2020-09-28 05:00:00,2020-09-28 00:00:00,laborable
2020,9,28,7,,13,35,5.0,6.0,54,13.01,2020-09-28 06:00:00,2020-09-28 00:00:00,laborable
2020,9,28,8,,32,50,7.0,8.0,99,7.69,2020-09-28 07:00:00,2020-09-28 00:00:00,laborable
2020,9,28,9,,56,54,6.0,9.0,140,6.74,2020-09-28 08:00:00,2020-09-28 00:00:00,laborable
2020,9,28,10,,57,59,8.0,11.0,145,10.05,2020-09-28 09:00:00,2020-09-28 00:00:00,laborable
2020,9,28,11,,42,60,14.0,18.0,125,16.54,2020-09-28 10:00:00,2020-09-28 00:00:00,laborable
2020,9,28,12,,38,60,16.0,20.0,118,20.86,2020-09-28 11:00:00,2020-09-28 00:00:00,laborable
2020,9,28,13,,30,58,20.0,24.0,104,27.17,2020-09-28 12:00:00,2020-09-28 00:00:00,laborable
2020,9,28,14,,18,48,9.0,13.0,75,38.6,2020-09-28 13:00:00,2020-09-28 00:00:00,laborable
2020,9,28,15,,19,50,11.0,15.0,79,42.18,2020-09-28 14:00:00,2020-09-28 00:00:00,laborable
2020,9,28,16,,11,43,9.0,12.0,59,54.48,2020-09-28 15:00:00,2020-09-28 00:00:00,laborable
2020,9,28,17,,10,42,12.0,15.0,57,65.41,2020-09-28 16:00:00,2020-09-28 00:00:00,laborable
2020,9,28,18,,5,36,9.0,12.0,44,74.11,2020-09-28 17:00:00,2020-09-28 00:00:00,laborable
2020,9,28,19,,9,48,18.0,19.0,62,65.31,2020-09-28 18:00:00,2020-09-28 00:00:00,laborable
2020,9,28,20,,38,98,11.0,13.0,157,26.5,2020-09-28 19:00:00,2020-09-28 00:00:00,laborable
2020,9,28,21,,146,141,4.0,8.0,366,6.36,2020-09-28 20:00:00,2020-09-28 00:00:00,laborable
2020,9,28,22,,138,134,8.0,14.0,346,6.39,2020-09-28 21:00:00,2020-09-28 00:00:00,laborable
2020,9,28,23,,123,121,19.0,25.0,310,6.68,2020-09-28 22:00:00,2020-09-28 00:00:00,laborable
2020,9,28,24,,8,86,15.0,18.0,99,8.07,2020-09-28 23:00:00,2020-09-28 00:00:00,laborable
2020,9,29,1,,6,74,11.0,14.0,83,10.72,2020-09-29 00:00:00,2020-09-29 00:00:00,laborable
2020,9,29,2,,4,65,11.0,13.0,71,11.25,2020-09-29 01:00:00,2020-09-29 00:00:00,laborable
2020,9,29,3,,2,54,10.0,13.0,57,17.84,2020-09-29 02:00:00,2020-09-29 00:00:00,laborable
2020,9,29,4,,12,59,10.0,13.0,78,8.42,2020-09-29 03:00:00,2020-09-29 00:00:00,laborable
2020,9,29,5,,4,47,7.0,9.0,52,12.06,2020-09-29 04:00:00,2020-09-29 00:00:00,laborable
2020,9,29,6,,2,36,6.0,8.0,40,20.2,2020-09-29 05:00:00,2020-09-29 00:00:00,laborable
2020,9,29,7,,10,40,2.0,4.0,56,17.62,2020-09-29 06:00:00,2020-09-29 00:00:00,laborable
2020,9,29,8,,49,61,7.0,8.0,136,7.65,2020-09-29 07:00:00,2020-09-29 00:00:00,laborable
2020,9,29,9,,51,63,9.0,12.0,141,6.8,2020-09-29 08:00:00,2020-09-29 00:00:00,laborable
2020,9,29,10,,61,66,12.0,16.0,160,8.96,2020-09-29 09:00:00,2020-09-29 00:00:00,laborable
2020,9,29,11,,65,81,9.0,14.0,180,11.73,2020-09-29 10:00:00,2020-09-29 00:00:00,laborable
2020,9,29,12,,44,73,12.0,17.0,140,18.31,2020-09-29 11:00:00,2020-09-29 00:00:00,laborable
2020,9,29,13,,25,62,13.0,17.0,99,33.76,2020-09-29 12:00:00,2020-09-29 00:00:00,laborable
2020,9,29,14,,20,62,11.0,14.0,93,42.53,2020-09-29 13:00:00,2020-09-29 00:00:00,laborable
2020,9,29,15,,11,50,28.0,29.0,68,62.6,2020-09-29 14:00:00,2020-09-29 00:00:00,laborable
2020,9,29,16,,10,47,13.0,16.0,62,68.62,2020-09-29 15:00:00,2020-09-29 00:00:00,laborable
2020,9,29,17,,11,48,8.0,13.0,64,68.58,2020-09-29 16:00:00,2020-09-29 00:00:00,laborable
2020,9,29,18,,7,46,17.0,20.0,56,76.27,2020-09-29 17:00:00,2020-09-29 00:00:00,laborable
2020,9,29,19,,11,55,5.0,8.0,72,73.32,2020-09-29 18:00:00,2020-09-29 00:00:00,laborable
2020,9,29,20,,68,123,1.0,1.0,226,21.04,2020-09-29 19:00:00,2020-09-29 00:00:00,laborable
2020,9,29,21,,145,150,4.0,8.0,372,6.47,2020-09-29 20:00:00,2020-09-29 00:00:00,laborable
2020,9,29,22,,184,156,21.0,27.0,437,6.62,2020-09-29 21:00:00,2020-09-29 00:00:00,laborable
2020,9,29,23,,22,103,25.0,31.0,137,11.8,2020-09-29 22:00:00,2020-09-29 00:00:00,laborable
2020,9,29,24,,6,82,13.0,16.0,91,19.31,2020-09-29 23:00:00,2020-09-29 00:00:00,laborable
2020,9,30,1,,5,76,14.0,17.0,84,14.17,2020-09-30 00:00:00,2020-09-30 00:00:00,laborable
2020,9,30,2,,5,71,15.0,18.0,79,15.4,2020-09-30 01:00:00,2020-09-30 00:00:00,laborable
2020,9,30,3,,1,50,13.0,15.0,52,22.39,2020-09-30 02:00:00,2020-09-30 00:00:00,laborable
2020,9,30,4,,2,55,12.0,14.0,58,15.49,2020-09-30 03:00:00,2020-09-30 00:00:00,laborable
2020,9,30,5,,4,49,11.0,14.0,54,14.58,2020-09-30 04:00:00,2020-09-30 00:00:00,laborable
2020,9,30,6,,5,46,9.0,12.0,53,14.99,2020-09-30 05:00:00,2020-09-30 00:00:00,laborable
2020,9,30,7,,6,41,8.0,10.0,49,21.08,2020-09-30 06:00:00,2020-09-30 00:00:00,laborable
2020,9,30,8,,20,58,10.0,12.0,89,11.04,2020-09-30 07:00:00,2020-09-30 00:00:00,laborable
2020,9,30,9,,56,69,12.0,15.0,156,6.8,2020-09-30 08:00:00,2020-09-30 00:00:00,laborable
2020,9,30,10,,70,76,11.0,16.0,184,8.66,2020-09-30 09:00:00,2020-09-30 00:00:00,laborable
2020,9,30,11,,67,83,13.0,18.0,185,11.16,2020-09-30 10:00:00,2020-09-30 00:00:00,laborable
2020,9,30,12,,53,82,14.0,20.0,163,18.52,2020-09-30 11:00:00,2020-09-30 00:00:00,laborable
2020,9,30,13,,24,66,14.0,21.0,103,33.99,2020-09-30 12:00:00,2020-09-30 00:00:00,laborable
2020,9,30,14,,18,65,20.0,26.0,93,44.48,2020-09-30 13:00:00,2020-09-30 00:00:00,laborable
2020,9,30,15,,15,64,22.0,26.0,87,56.26,2020-09-30 14:00:00,2020-09-30 00:00:00,laborable
2020,9,30,16,,5,37,26.0,29.0,45,87.56,2020-09-30 15:00:00,2020-09-30 00:00:00,laborable
2020,9,30,17,,5,36,20.0,22.0,44,96.71,2020-09-30 16:00:00,2020-09-30 00:00:00,laborable
2020,9,30,18,,5,37,13.0,16.0,45,96.31,2020-09-30 17:00:00,2020-09-30 00:00:00,laborable
2020,9,30,19,,6,42,6.0,8.0,52,85.72,2020-09-30 18:00:00,2020-09-30 00:00:00,laborable
2020,9,30,20,,19,78,4.0,8.0,107,51.51,2020-09-30 19:00:00,2020-09-30 00:00:00,laborable
2020,9,30,21,,24,103,16.0,19.0,140,24.2,2020-09-30 20:00:00,2020-09-30 00:00:00,laborable
