length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
16,5969,0,56.0,48.0,162.0,29.0,764.0,50.0,558.0,3599.0,234.0,169.0,352.0,508.0,ipynb
16,6849,0,85.0,63.0,153.0,35.0,755.0,43.0,628.0,4013.0,395.0,184.0,448.0,677.0,ipynb
16,4760,0,45.0,47.0,75.0,27.0,622.0,101.0,493.0,2805.0,186.0,130.0,332.0,392.0,ipynb
14,18303,0,114.0,138.0,176.0,112.0,1612.0,407.0,2330.0,11716.0,615.0,398.0,1094.0,1923.0,ipynb
16,16443,0,84.0,188.0,316.0,301.0,1540.0,230.0,1345.0,10560.0,824.0,385.0,902.0,1115.0,ipynb
17,19323,0,112.0,200.0,494.0,323.0,1854.0,303.0,1578.0,12250.0,1046.0,437.0,1030.0,1276.0,ipynb
17,30460,0,82.0,202.0,214.0,78.0,3965.0,855.0,3285.0,17514.0,1884.0,396.0,2800.0,2472.0,ipynb
16,5015,0,62.0,33.0,61.0,51.0,457.0,102.0,594.0,3277.0,104.0,121.0,256.0,493.0,ipynb
16,6133,0,80.0,57.0,102.0,60.0,486.0,55.0,663.0,4030.0,152.0,173.0,332.0,608.0,ipynb
19,11196,0,142.0,104.0,321.0,77.0,860.0,64.0,1114.0,6873.0,853.0,260.0,594.0,1050.0,ipynb
20,14261,4,80.0,52.0,338.0,57.0,2051.0,279.0,1105.0,8725.0,874.0,290.0,672.0,841.0,ipynb
10,3048,0,20.0,9.0,24.0,2.0,394.0,96.0,272.0,1834.0,152.0,72.0,270.0,177.0,ipynb
11,80921,12,3192.0,323.0,96.0,3104.0,17408.0,1960.0,6419.0,29692.0,4722.0,402.0,245.0,19765.0,ipynb
10,68,0,8.0,2.0,0.0,0.0,8.0,3.0,5.0,43.0,2.0,0.0,0.0,3.0,ipynb
6,102014,92,5020.0,662.0,234.0,3977.0,20512.0,3459.0,7711.0,47018.0,6100.0,326.0,316.0,14299.0,ipynb
7,3711,0,148.0,31.0,3.0,95.0,502.0,122.0,327.0,1638.0,262.0,21.0,1.0,889.0,ipynb
9,76965,86,4271.0,456.0,73.0,3495.0,12957.0,2868.0,5171.0,34676.0,8473.0,639.0,227.0,8744.0,ipynb
11,80921,12,3192.0,323.0,96.0,3104.0,17408.0,1960.0,6419.0,29692.0,4722.0,402.0,245.0,19765.0,ipynb
9,76965,86,4271.0,456.0,73.0,3495.0,12957.0,2868.0,5171.0,34676.0,8473.0,639.0,227.0,8744.0,ipynb
6,101868,92,5010.0,659.0,234.0,3976.0,20492.0,3453.0,7697.0,46925.0,6098.0,324.0,316.0,14289.0,ipynb
11,80921,12,3192.0,323.0,96.0,3104.0,17408.0,1960.0,6419.0,29692.0,4722.0,402.0,245.0,19765.0,ipynb
11,178,0,20.0,1.0,0.0,2.0,19.0,10.0,10.0,117.0,5.0,0.0,0.0,4.0,ipynb
23,1268,0,2.0,3.0,16.0,0.0,214.0,45.0,107.0,489.0,294.0,36.0,100.0,69.0,ipynb
22,9905,8,34.0,9.0,94.0,16.0,1777.0,261.0,647.0,3039.0,2961.0,148.0,924.0,634.0,ipynb
23,13878,8,66.0,14.0,164.0,22.0,2257.0,351.0,905.0,5002.0,3626.0,164.0,1294.0,913.0,ipynb
11,9342,8,34.0,9.0,92.0,8.0,1761.0,256.0,637.0,2657.0,2906.0,148.0,920.0,543.0,ipynb
9,9230,8,34.0,9.0,94.0,8.0,1772.0,254.0,622.0,2531.0,2908.0,148.0,916.0,548.0,ipynb
17,6091,8,20.0,3.0,52.0,3.0,1069.0,149.0,401.0,1964.0,1774.0,98.0,556.0,395.0,ipynb
16,5632,8,18.0,3.0,51.0,0.0,1033.0,155.0,387.0,1572.0,1777.0,104.0,534.0,377.0,ipynb
9,5260,8,18.0,3.0,38.0,0.0,1012.0,142.0,362.0,1432.0,1647.0,96.0,502.0,362.0,ipynb
12,6126,8,22.0,3.0,36.0,0.0,1185.0,143.0,425.0,1686.0,1864.0,138.0,616.0,425.0,ipynb
13,7163,8,38.0,3.0,46.0,4.0,1324.0,155.0,487.0,2251.0,2011.0,148.0,696.0,479.0,ipynb
13,6763,8,26.0,3.0,47.0,0.0,1280.0,146.0,457.0,2003.0,1967.0,148.0,680.0,455.0,ipynb
13,16145,8,178.0,3.0,154.0,0.0,2491.0,260.0,885.0,7675.0,3165.0,148.0,1256.0,807.0,ipynb
12,7583,8,34.0,3.0,53.0,10.0,1355.0,155.0,511.0,2564.0,2046.0,140.0,712.0,503.0,ipynb
12,6229,8,22.0,3.0,36.0,0.0,1200.0,143.0,420.0,1738.0,1887.0,140.0,632.0,420.0,ipynb
12,6771,8,30.0,3.0,46.0,1.0,1289.0,150.0,466.0,2009.0,1954.0,140.0,680.0,462.0,ipynb
12,6536,8,26.0,3.0,42.0,2.0,1254.0,146.0,447.0,1873.0,1931.0,140.0,666.0,445.0,ipynb
22,9905,8,34.0,9.0,94.0,16.0,1777.0,261.0,647.0,3039.0,2961.0,148.0,924.0,634.0,ipynb
23,13878,8,66.0,14.0,164.0,22.0,2257.0,351.0,905.0,5002.0,3626.0,164.0,1294.0,913.0,ipynb
18,6080,8,20.0,3.0,50.0,3.0,1066.0,148.0,399.0,1961.0,1774.0,98.0,556.0,393.0,ipynb
16,5632,8,18.0,3.0,51.0,0.0,1033.0,155.0,387.0,1572.0,1777.0,104.0,534.0,377.0,ipynb
22,43769,8,362.0,51.0,666.0,14.0,6470.0,1164.0,2089.0,19499.0,9424.0,312.0,4630.0,1169.0,ipynb
9,12823,8,60.0,11.0,163.0,22.0,2175.0,332.0,943.0,4335.0,3481.0,160.0,1206.0,877.0,ipynb
22,5390,8,18.0,3.0,38.0,0.0,1012.0,142.0,362.0,1552.0,1657.0,96.0,502.0,362.0,ipynb
11,5280,8,18.0,3.0,38.0,0.0,1012.0,142.0,362.0,1452.0,1647.0,96.0,502.0,362.0,ipynb
9,14178,8,66.0,3.0,287.0,18.0,2513.0,302.0,889.0,5020.0,3719.0,165.0,1222.0,855.0,ipynb
12,6126,8,22.0,3.0,36.0,0.0,1185.0,143.0,425.0,1686.0,1864.0,138.0,616.0,425.0,ipynb
12,6229,8,22.0,3.0,36.0,0.0,1200.0,143.0,420.0,1738.0,1887.0,140.0,632.0,420.0,ipynb
12,6841,8,30.0,3.0,44.0,2.0,1279.0,149.0,472.0,2073.0,1965.0,140.0,680.0,468.0,ipynb
12,4268,0,12.0,7.0,20.0,25.0,300.0,78.0,463.0,2811.0,108.0,40.0,262.0,605.0,ipynb
12,344,0,12.0,0.0,0.0,0.0,50.0,16.0,34.0,207.0,30.0,0.0,12.0,18.0,ipynb
14,15425,0,86.0,89.0,158.0,94.0,1321.0,347.0,1740.0,8854.0,786.0,227.0,638.0,2825.0,ipynb
16,16747,0,118.0,115.0,159.0,107.0,1464.0,386.0,2112.0,10680.0,827.0,297.0,876.0,1719.0,ipynb
17,18647,0,126.0,147.0,190.0,115.0,1625.0,383.0,2262.0,12057.0,854.0,291.0,988.0,1872.0,ipynb
14,18849,0,114.0,139.0,176.0,114.0,1645.0,419.0,2418.0,12084.0,631.0,401.0,1126.0,2001.0,ipynb
16,16488,0,78.0,67.0,218.0,86.0,1342.0,387.0,1939.0,9819.0,378.0,312.0,806.0,2995.0,ipynb
17,19324,0,112.0,200.0,494.0,323.0,1854.0,303.0,1578.0,12250.0,1046.0,437.0,1030.0,1276.0,ipynb
16,18549,0,168.0,80.0,1253.0,109.0,1942.0,189.0,1427.0,11761.0,946.0,194.0,668.0,1240.0,ipynb
20,6134,0,80.0,57.0,102.0,60.0,486.0,55.0,663.0,4030.0,152.0,173.0,332.0,608.0,ipynb
16,6850,0,85.0,63.0,153.0,35.0,755.0,43.0,628.0,4013.0,395.0,184.0,448.0,677.0,ipynb
16,6405,0,36.0,49.0,246.0,24.0,759.0,45.0,533.0,3949.0,217.0,144.0,436.0,501.0,ipynb
17,18647,0,126.0,147.0,190.0,115.0,1625.0,383.0,2262.0,12057.0,854.0,291.0,988.0,1872.0,ipynb
14,18849,0,114.0,139.0,176.0,114.0,1645.0,419.0,2418.0,12084.0,631.0,401.0,1126.0,2001.0,ipynb
14,29275,0,81.0,177.0,191.0,78.0,3795.0,835.0,3185.0,16823.0,1834.0,382.0,2698.0,2382.0,ipynb
16,7290,0,52.0,82.0,89.0,97.0,740.0,109.0,751.0,4473.0,322.0,258.0,426.0,643.0,ipynb
10,18975,0,158.0,71.0,151.0,96.0,1563.0,491.0,2214.0,11270.0,423.0,265.0,1037.0,3450.0,ipynb
7,37855,0,3052.0,351.0,1.0,3491.0,9227.0,1029.0,4315.0,9555.0,3942.0,500.0,232.0,6476.0,ipynb
8,34972,0,2798.0,340.0,0.0,3160.0,8950.0,966.0,3957.0,8462.0,3630.0,486.0,218.0,5962.0,ipynb
13,34972,0,2798.0,340.0,0.0,3160.0,8950.0,966.0,3957.0,8462.0,3630.0,486.0,218.0,5962.0,ipynb
11,45447,0,3840.0,444.0,0.0,3957.0,9290.0,1015.0,4712.0,14253.0,5167.0,723.0,199.0,6559.0,ipynb
8,32724,0,2684.0,304.0,0.0,3013.0,8179.0,901.0,3726.0,8047.0,3331.0,459.0,215.0,5591.0,ipynb
9,108781,2,2571.0,414.0,48.0,3359.0,20302.0,2857.0,9970.0,52594.0,5648.0,951.0,75.0,19960.0,ipynb
6,13706,0,406.0,153.0,2.0,427.0,1600.0,424.0,880.0,6617.0,922.0,427.0,7.0,2721.0,ipynb
10,9209,0,484.0,64.0,16.0,501.0,1602.0,377.0,708.0,4653.0,746.0,194.0,8.0,564.0,ipynb
11,113965,0,20700.0,4722.0,0.0,8181.0,23108.0,1128.0,9104.0,27979.0,4277.0,12212.0,243.0,11416.0,ipynb
8,28351,9,844.0,133.0,25.0,864.0,6848.0,768.0,2321.0,12078.0,2152.0,328.0,13.0,4289.0,ipynb
13,32408,87,1795.0,81.0,13.0,883.0,5945.0,927.0,3112.0,14012.0,1314.0,285.0,239.0,6827.0,ipynb
13,31358,0,1462.0,202.0,25.0,4187.0,5811.0,239.0,243.0,5596.0,60.0,13761.0,4.0,11.0,ipynb
13,114065,0,8059.0,907.0,11.0,9354.0,25604.0,3016.0,11764.0,34051.0,11274.0,1619.0,516.0,19654.0,ipynb
16,5707,0,286.0,46.0,3.0,287.0,971.0,162.0,613.0,2562.0,377.0,97.0,19.0,897.0,ipynb
8,233865,0,24694.0,4233.0,0.0,20905.0,54434.0,4162.0,26922.0,55787.0,21323.0,9479.0,650.0,38198.0,ipynb
10,6551,0,118.0,31.0,9.0,136.0,1076.0,175.0,670.0,3474.0,248.0,93.0,8.0,1183.0,ipynb
7,2068,0,78.0,19.0,1.0,67.0,166.0,47.0,175.0,805.0,205.0,10.0,0.0,670.0,ipynb
14,37110,0,2906.0,334.0,2.0,3299.0,8941.0,1020.0,4214.0,9341.0,3785.0,489.0,218.0,6776.0,ipynb
14,111404,0,20416.0,4692.0,3.0,7816.0,22379.0,1081.0,8764.0,27202.0,3963.0,12156.0,225.0,11472.0,ipynb
14,45973,0,4268.0,658.0,5.0,3965.0,10895.0,1159.0,5049.0,11434.0,4191.0,1155.0,226.0,8018.0,ipynb
8,35468,0,2880.0,316.0,0.0,3303.0,8853.0,969.0,4078.0,8605.0,3680.0,485.0,228.0,6150.0,ipynb
8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ipynb
7,37,0,2.0,1.0,0.0,0.0,10.0,2.0,3.0,22.0,0.0,0.0,0.0,1.0,ipynb
11,1206,32,2.0,49.0,0.0,46.0,222.0,4.0,39.0,696.0,34.0,90.0,0.0,35.0,java
11,50,0,0.0,2.0,3.0,0.0,9.0,6.0,8.0,20.0,0.0,6.0,0.0,5.0,java
6,320,0,4.0,5.0,9.0,1.0,42.0,12.0,32.0,222.0,0.0,11.0,2.0,24.0,java
6,358,0,26.0,2.0,10.0,0.0,37.0,12.0,56.0,213.0,8.0,9.0,7.0,46.0,java
69,2869,40,66.0,3.0,39.0,45.0,443.0,89.0,363.0,1721.0,60.0,42.0,6.0,315.0,java
64,2975,40,74.0,5.0,41.0,46.0,476.0,96.0,373.0,1759.0,65.0,43.0,7.0,323.0,java
9,713,0,46.0,3.0,7.0,8.0,113.0,20.0,73.0,254.0,0.0,14.0,4.0,244.0,java
6,316,0,4.0,5.0,7.0,3.0,93.0,15.0,49.0,134.0,0.0,14.0,0.0,41.0,java
6,1027,0,82.0,3.0,12.0,15.0,200.0,34.0,136.0,523.0,1.0,26.0,0.0,131.0,java
6,623,0,26.0,3.0,8.0,9.0,146.0,27.0,85.0,303.0,1.0,11.0,1.0,88.0,java
6,244,0,6.0,3.0,5.0,3.0,79.0,12.0,33.0,100.0,0.0,10.0,0.0,26.0,java
6,322,0,17.0,2.0,7.0,5.0,90.0,17.0,42.0,154.0,0.0,15.0,2.0,30.0,java
66,1841,0,78.0,14.0,23.0,21.0,347.0,66.0,285.0,842.0,116.0,76.0,4.0,254.0,java
57,1241,0,24.0,10.0,17.0,13.0,185.0,50.0,195.0,605.0,79.0,65.0,1.0,192.0,java
64,1906,0,48.0,14.0,19.0,19.0,355.0,49.0,282.0,861.0,110.0,78.0,3.0,350.0,java
70,866,0,16.0,8.0,16.0,5.0,132.0,32.0,139.0,514.0,7.0,19.0,6.0,112.0,java
13,1045,0,64.0,9.0,19.0,20.0,223.0,37.0,137.0,480.0,6.0,49.0,0.0,139.0,java
73,1974,18,81.0,5.0,33.0,7.0,396.0,99.0,230.0,1085.0,53.0,13.0,6.0,178.0,java
16,3220,16,111.0,3.0,35.0,17.0,505.0,114.0,421.0,1944.0,66.0,32.0,4.0,373.0,java
22,2316,26,48.0,6.0,34.0,10.0,367.0,102.0,342.0,1330.0,53.0,36.0,6.0,298.0,java
6,1480,0,44.0,13.0,22.0,38.0,245.0,63.0,189.0,406.0,142.0,68.0,3.0,436.0,java
69,1784,0,34.0,15.0,26.0,36.0,278.0,77.0,264.0,602.0,158.0,67.0,4.0,487.0,java
54,1601,0,44.0,14.0,24.0,37.0,256.0,67.0,213.0,478.0,158.0,72.0,3.0,448.0,java
65,1795,8,60.0,7.0,30.0,22.0,297.0,70.0,180.0,901.0,88.0,17.0,17.0,278.0,java
58,1623,12,60.0,1.0,30.0,22.0,260.0,56.0,157.0,814.0,83.0,17.0,17.0,251.0,java
69,1567,10,58.0,1.0,28.0,22.0,257.0,59.0,146.0,780.0,78.0,15.0,16.0,243.0,java
7,434,0,8.0,2.0,6.0,2.0,89.0,12.0,67.0,233.0,4.0,20.0,2.0,57.0,java
46,190913,68,1016.0,1171.0,78.0,184.0,29045.0,1694.0,8161.0,136394.0,3317.0,1731.0,10188.0,7721.0,java
18,2983,12,90.0,2.0,48.0,4.0,352.0,83.0,250.0,1770.0,162.0,17.0,23.0,503.0,java
23,3556,8,110.0,1.0,37.0,9.0,359.0,100.0,269.0,2307.0,196.0,17.0,11.0,501.0,java
24,2124,10,66.0,3.0,26.0,5.0,296.0,64.0,153.0,1219.0,148.0,8.0,14.0,329.0,java
21,3349,8,94.0,2.0,40.0,19.0,311.0,85.0,304.0,2132.0,266.0,15.0,10.0,452.0,java
31,3127,9,72.0,4.0,37.0,11.0,356.0,80.0,274.0,2003.0,241.0,23.0,4.0,367.0,java
28,1616,12,50.0,1.0,22.0,7.0,200.0,45.0,108.0,966.0,126.0,11.0,17.0,204.0,java
20,1950,4,76.0,6.0,27.0,0.0,243.0,69.0,127.0,1214.0,116.0,12.0,2.0,250.0,java
23,1670,4,46.0,1.0,23.0,0.0,229.0,49.0,91.0,1094.0,97.0,14.0,2.0,160.0,java
11,680,8,38.0,4.0,15.0,0.0,145.0,28.0,120.0,314.0,24.0,28.0,6.0,98.0,java
11,680,8,36.0,4.0,16.0,0.0,143.0,29.0,120.0,317.0,25.0,30.0,5.0,96.0,java
23,1525,8,70.0,2.0,25.0,1.0,275.0,52.0,165.0,758.0,75.0,36.0,11.0,264.0,java
13,2498,20,68.0,3.0,46.0,5.0,417.0,96.0,313.0,1529.0,50.0,35.0,10.0,315.0,java
9,402,4,2.0,9.0,0.0,9.0,53.0,18.0,36.0,96.0,13.0,113.0,0.0,86.0,java
9,403,4,2.0,9.0,0.0,9.0,55.0,18.0,36.0,96.0,13.0,112.0,0.0,86.0,java
13,378,10,0.0,14.0,0.0,9.0,77.0,20.0,39.0,193.0,4.0,5.0,0.0,66.0,java
19,1041,19,22.0,0.0,15.0,4.0,226.0,50.0,161.0,479.0,138.0,10.0,6.0,122.0,java
21,842,6,24.0,0.0,11.0,6.0,113.0,39.0,99.0,550.0,47.0,8.0,0.0,77.0,java
9,4055,46,206.0,3.0,46.0,6.0,600.0,149.0,490.0,2453.0,228.0,11.0,38.0,418.0,java
14,3236,44,160.0,6.0,61.0,7.0,597.0,152.0,459.0,1783.0,151.0,61.0,6.0,360.0,java
17,157,2,0.0,0.0,1.0,0.0,32.0,11.0,21.0,94.0,7.0,0.0,0.0,21.0,java
13,1071,16,22.0,0.0,19.0,2.0,202.0,71.0,146.0,655.0,36.0,1.0,0.0,118.0,java
9,14632,456,102.0,837.0,0.0,456.0,2293.0,476.0,830.0,7019.0,401.0,1367.0,0.0,1701.0,java
10,411,2,12.0,5.0,0.0,4.0,43.0,17.0,52.0,239.0,6.0,16.0,0.0,84.0,java
8,1607,36,0.0,102.0,0.0,71.0,262.0,30.0,100.0,695.0,31.0,282.0,0.0,128.0,java
17,3622,18,18.0,32.0,15.0,12.0,477.0,94.0,411.0,2244.0,98.0,133.0,180.0,395.0,java
12,3160,0,8.0,9.0,2.0,21.0,274.0,36.0,389.0,2147.0,113.0,60.0,142.0,384.0,java
10,962,30,8.0,43.0,0.0,33.0,106.0,35.0,55.0,434.0,11.0,104.0,0.0,193.0,java
11,1960,56,2.0,92.0,0.0,84.0,310.0,6.0,86.0,1187.0,54.0,95.0,0.0,80.0,java
10,569,0,40.0,2.0,9.0,18.0,90.0,17.0,71.0,278.0,16.0,15.0,6.0,78.0,java
10,132,0,6.0,2.0,4.0,0.0,27.0,6.0,19.0,60.0,6.0,7.0,0.0,15.0,java
12,1481,2,62.0,18.0,18.0,49.0,195.0,44.0,187.0,672.0,0.0,95.0,1.0,325.0,java
7,6571,0,86.0,64.0,68.0,106.0,1201.0,149.0,672.0,3472.0,79.0,385.0,526.0,584.0,java
14,3788,0,24.0,44.0,33.0,34.0,916.0,108.0,406.0,1901.0,77.0,176.0,257.0,326.0,java
14,6817,0,76.0,72.0,75.0,92.0,1245.0,166.0,706.0,3565.0,86.0,416.0,588.0,602.0,java
11,1051,0,30.0,3.0,11.0,81.0,193.0,37.0,161.0,347.0,20.0,50.0,0.0,279.0,java
15,1156,0,38.0,4.0,13.0,30.0,162.0,32.0,113.0,509.0,25.0,44.0,0.0,299.0,java
10,30098,0,228.0,206.0,197.0,222.0,3972.0,627.0,3759.0,19295.0,652.0,754.0,1181.0,3391.0,java
10,2873,0,20.0,32.0,28.0,20.0,816.0,79.0,231.0,1376.0,59.0,121.0,224.0,177.0,java
13,487,0,0.0,11.0,19.0,0.0,77.0,26.0,68.0,223.0,2.0,67.0,16.0,47.0,java
16,530,0,18.0,14.0,19.0,0.0,114.0,32.0,93.0,165.0,2.0,94.0,3.0,70.0,java
6,2242,0,30.0,35.0,57.0,1.0,294.0,94.0,360.0,1185.0,135.0,104.0,15.0,292.0,java
16,1937,22,26.0,2.0,26.0,9.0,299.0,74.0,256.0,1084.0,187.0,13.0,0.0,195.0,java
18,1340,2,6.0,2.0,4.0,6.0,209.0,42.0,194.0,733.0,126.0,32.0,2.0,176.0,java
18,2246,14,16.0,2.0,8.0,10.0,350.0,73.0,325.0,1158.0,316.0,13.0,0.0,286.0,java
23,8402,90,330.0,11.0,91.0,121.0,1252.0,227.0,776.0,4680.0,938.0,73.0,15.0,574.0,java
22,1661,6,30.0,2.0,8.0,17.0,259.0,55.0,202.0,925.0,174.0,13.0,0.0,172.0,java
16,1461,6,16.0,2.0,4.0,6.0,228.0,49.0,216.0,821.0,126.0,13.0,0.0,190.0,java
13,1245,2,6.0,2.0,2.0,6.0,189.0,36.0,186.0,699.0,119.0,13.0,0.0,171.0,java
9,711,0,0.0,0.0,1.0,1.0,70.0,29.0,82.0,363.0,15.0,5.0,52.0,175.0,java
15,1733,14,48.0,1.0,27.0,14.0,276.0,78.0,144.0,946.0,81.0,14.0,14.0,220.0,java
13,1665,0,24.0,9.0,15.0,50.0,175.0,51.0,226.0,921.0,16.0,107.0,4.0,293.0,java
7,649,0,42.0,6.0,10.0,12.0,106.0,22.0,95.0,304.0,14.0,29.0,0.0,105.0,java
7,527,0,32.0,3.0,8.0,9.0,95.0,23.0,81.0,230.0,17.0,20.0,0.0,91.0,java
10,683,0,32.0,3.0,7.0,9.0,115.0,22.0,88.0,290.0,0.0,10.0,0.0,196.0,java
6,1336,0,48.0,3.0,11.0,54.0,200.0,28.0,139.0,308.0,19.0,55.0,6.0,604.0,java
6,810,0,0.0,5.0,6.0,42.0,141.0,45.0,121.0,120.0,35.0,75.0,0.0,341.0,java
9,1631,0,46.0,13.0,24.0,53.0,258.0,66.0,215.0,456.0,152.0,88.0,3.0,472.0,java
9,907,0,0.0,8.0,10.0,28.0,162.0,56.0,125.0,219.0,39.0,57.0,0.0,329.0,java
12,1250,16,42.0,1.0,27.0,11.0,287.0,57.0,160.0,624.0,42.0,21.0,6.0,116.0,java
9,1700,22,48.0,1.0,28.0,15.0,422.0,59.0,204.0,874.0,43.0,21.0,9.0,158.0,java
12,695,0,44.0,9.0,13.0,13.0,129.0,23.0,85.0,329.0,18.0,33.0,2.0,82.0,java
15,1441,12,32.0,18.0,0.0,10.0,282.0,63.0,122.0,775.0,189.0,18.0,0.0,101.0,java
15,1397,12,32.0,17.0,0.0,10.0,286.0,65.0,118.0,766.0,190.0,18.0,0.0,66.0,java
8,3520,0,92.0,18.0,0.0,21.0,364.0,105.0,230.0,1572.0,10.0,46.0,1.0,1396.0,java
8,3520,0,92.0,18.0,0.0,21.0,364.0,105.0,230.0,1572.0,10.0,46.0,1.0,1396.0,java
14,39447256,423960,0.0,2543760.0,0.0,1388166.0,6590916.0,52995.0,298715.0,16174945.0,2818893.0,9258990.0,0.0,247626.0,java
17,31601069,470628,0.0,1960950.0,0.0,1025181.0,5271011.0,39219.0,241944.0,12853467.0,2104869.0,7711234.0,0.0,203729.0,java
28,168,12,0.0,10.0,0.0,5.0,39.0,1.0,1.0,76.0,2.0,24.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,78.0,4.0,30.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,80.0,4.0,28.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,84.0,4.0,24.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,84.0,4.0,24.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,85.0,4.0,23.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,86.0,4.0,22.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,82.0,4.0,26.0,0.0,0.0,java
29,176,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,80.0,4.0,27.0,0.0,0.0,java
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,91.0,4.0,17.0,0.0,0.0,java
22,3473,0,80.0,14.0,0.0,68.0,345.0,88.0,272.0,2015.0,33.0,13.0,1.0,816.0,java
15,1039,0,18.0,18.0,14.0,38.0,203.0,38.0,148.0,448.0,1.0,76.0,0.0,185.0,java
22,105246,210,2.0,519.0,0.0,5648.0,12277.0,38.0,395.0,4557.0,1100.0,80538.0,0.0,357.0,java
9,105128,1692,200.0,5184.0,0.0,4008.0,28776.0,5781.0,11127.0,38689.0,2901.0,18332.0,0.0,5346.0,java
10,177,0,0.0,3.0,7.0,0.0,11.0,9.0,18.0,136.0,0.0,0.0,1.0,11.0,java
18,528,0,36.0,8.0,18.0,7.0,113.0,21.0,58.0,201.0,50.0,33.0,0.0,41.0,java
13,348,0,12.0,3.0,8.0,1.0,75.0,23.0,60.0,134.0,10.0,15.0,0.0,67.0,java
6,986,0,14.0,10.0,10.0,22.0,159.0,61.0,133.0,362.0,63.0,40.0,0.0,246.0,java
9,3315,0,148.0,28.0,30.0,76.0,395.0,91.0,363.0,1629.0,181.0,102.0,12.0,623.0,java
12,2583,0,122.0,26.0,23.0,66.0,323.0,80.0,282.0,1224.0,96.0,96.0,8.0,519.0,java
10,1930,4,56.0,24.0,18.0,48.0,257.0,77.0,255.0,805.0,172.0,59.0,1.0,410.0,java
12,3550,12,176.0,43.0,35.0,51.0,393.0,94.0,526.0,1692.0,137.0,52.0,5.0,860.0,java
14,4739,14,168.0,59.0,57.0,105.0,560.0,125.0,677.0,2104.0,186.0,140.0,12.0,1209.0,java
8,902,4,42.0,15.0,10.0,28.0,91.0,26.0,106.0,482.0,4.0,28.0,2.0,170.0,java
11,862,4,44.0,15.0,8.0,19.0,88.0,22.0,103.0,473.0,4.0,17.0,2.0,167.0,java
15,1633,0,52.0,23.0,49.0,9.0,301.0,69.0,237.0,834.0,89.0,89.0,7.0,180.0,java
11,3368,10,122.0,22.0,1.0,67.0,469.0,98.0,355.0,1793.0,105.0,33.0,0.0,746.0,java
10,2046,0,58.0,15.0,0.0,28.0,195.0,70.0,209.0,1141.0,64.0,9.0,0.0,536.0,java
17,3622,18,18.0,32.0,15.0,12.0,477.0,94.0,411.0,2244.0,98.0,133.0,180.0,395.0,java
10,30147,0,228.0,207.0,197.0,222.0,3993.0,629.0,3761.0,19299.0,669.0,756.0,1183.0,3393.0,java
12,33,0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,0.0,20.0,0.0,0.0,6.0,java
9,3171,0,124.0,20.0,0.0,32.0,359.0,100.0,351.0,1855.0,26.0,32.0,0.0,723.0,java
8,3314,6,16.0,52.0,1.0,67.0,494.0,129.0,303.0,1554.0,456.0,92.0,9.0,567.0,java
7,6690,16,62.0,39.0,1.0,56.0,989.0,205.0,805.0,4136.0,199.0,38.0,6.0,1148.0,java
14,771,0,12.0,5.0,0.0,4.0,79.0,26.0,73.0,503.0,16.0,0.0,0.0,152.0,java
16,30776,12,378.0,137.0,1.0,211.0,3120.0,813.0,3065.0,18890.0,512.0,198.0,15.0,7302.0,java
11,1395,0,2.0,0.0,0.0,0.0,118.0,30.0,117.0,1184.0,2.0,0.0,0.0,89.0,java
19,842,0,28.0,6.0,0.0,13.0,106.0,28.0,72.0,498.0,15.0,44.0,2.0,130.0,java
19,5253,2,154.0,28.0,0.0,81.0,626.0,140.0,332.0,3423.0,40.0,119.0,0.0,780.0,java
29,4355,2,100.0,17.0,0.0,39.0,462.0,110.0,350.0,2347.0,64.0,144.0,0.0,1180.0,java
26,4461,6,68.0,19.0,0.0,46.0,515.0,124.0,329.0,2209.0,91.0,188.0,1.0,1318.0,java
16,5344,0,106.0,24.0,0.0,93.0,625.0,176.0,389.0,3394.0,25.0,69.0,0.0,1008.0,java
13,990,30,10.0,43.0,0.0,33.0,104.0,34.0,56.0,432.0,10.0,102.0,0.0,193.0,java
10,17681,6,22.0,17.0,6.0,34.0,2482.0,349.0,1297.0,10272.0,201.0,250.0,1439.0,2952.0,java
14,415,18,4.0,12.0,0.0,8.0,56.0,18.0,58.0,163.0,2.0,6.0,0.0,128.0,java
13,1513,0,24.0,3.0,4.0,14.0,280.0,36.0,186.0,801.0,162.0,18.0,0.0,207.0,java
