length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
14,120149142,1788564,0.0,7452350.0,0.0,3891843.0,20104964.0,149047.0,929930.0,48636823.0,8012290.0,29478213.0,0.0,784095.0,ipynb
14,54083602,805608,0.0,3356700.0,0.0,1753185.0,9026322.0,67134.0,419205.0,21922733.0,3609034.0,13256451.0,0.0,353569.0,ipynb
29,176,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,80.0,4.0,27.0,0.0,0.0,ipynb
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,78.0,4.0,30.0,0.0,0.0,ipynb
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,85.0,4.0,23.0,0.0,0.0,ipynb
30,177,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,80.0,4.0,28.0,0.0,0.0,ipynb
29,176,12,0.0,10.0,0.0,5.0,38.0,1.0,1.0,84.0,4.0,23.0,0.0,0.0,ipynb
9,20011,34,2.0,125.0,5.0,460.0,2893.0,492.0,1311.0,2755.0,305.0,2046.0,1128.0,10258.0,ipynb
36,2824751,900,1107.0,2438.0,220.0,5894.0,134753.0,5561.0,20000.0,1141125.0,1020827.0,444367.0,6469.0,66651.0,ipynb
38,1745637,772,1293.0,3084.0,16.0,6047.0,90844.0,5125.0,20321.0,719914.0,597741.0,256283.0,4579.0,65064.0,ipynb
34,1827821,634,907.0,1784.0,16.0,4543.0,88243.0,3916.0,14177.0,743223.0,651806.0,286891.0,3290.0,46484.0,ipynb
11,379825,156,198.0,437.0,2.0,457.0,15384.0,521.0,1559.0,152654.0,145664.0,60942.0,19.0,3912.0,ipynb
11,437096,4410,139.0,5005.0,256.0,7149.0,47973.0,3052.0,19120.0,186521.0,108538.0,39418.0,13.0,37674.0,ipynb
12,49154,72,770.0,376.0,4.0,1371.0,9149.0,1160.0,4563.0,14328.0,1091.0,5939.0,1135.0,14919.0,ipynb
18,20857,46,448.0,161.0,0.0,965.0,3488.0,503.0,2278.0,8708.0,215.0,1267.0,19.0,5540.0,ipynb
24,20857,46,448.0,161.0,0.0,965.0,3488.0,503.0,2278.0,8708.0,215.0,1267.0,19.0,5540.0,ipynb
11,255793,330,610.0,690.0,201.0,2930.0,22026.0,2450.0,7647.0,94752.0,65750.0,36101.0,3298.0,29105.0,ipynb
15,7146978,3924,84.0,171481.0,100.0,152856.0,849740.0,125601.0,528291.0,1460869.0,276604.0,1386717.0,421104.0,2423499.0,ipynb
19,7149590,3916,168.0,171489.0,100.0,152941.0,850239.0,125652.0,528479.0,1462011.0,276656.0,1386779.0,421106.0,2424185.0,ipynb
20,2386516,562,1204.0,1010.0,17.0,4095.0,103750.0,4339.0,16813.0,946105.0,884946.0,371752.0,4666.0,68409.0,ipynb
26,1520579,82,644.0,205.0,0.0,1062.0,57862.0,702.0,2695.0,609660.0,598953.0,244869.0,17.0,7225.0,ipynb
18,185841,116,1180.0,554.0,4.0,4600.0,26952.0,4039.0,12383.0,37857.0,3404.0,18366.0,7911.0,84897.0,ipynb
34,98326,82,478.0,377.0,513.0,3002.0,21614.0,1997.0,6203.0,23522.0,16875.0,9909.0,1164.0,20790.0,ipynb
28,3170441,110,592.0,425.0,4.0,1382.0,117171.0,1108.0,3900.0,1275986.0,1244939.0,514850.0,1147.0,13835.0,ipynb
14,2086,20,2.0,35.0,0.0,90.0,445.0,112.0,342.0,710.0,1.0,10.0,0.0,773.0,ipynb
15,164944,150,137.0,373.0,24.0,3414.0,21189.0,3536.0,10244.0,30986.0,9413.0,19431.0,8755.0,71072.0,ipynb
15,2848,34,26.0,53.0,1.0,84.0,547.0,107.0,288.0,1195.0,68.0,48.0,0.0,792.0,ipynb
15,2474,20,40.0,37.0,0.0,84.0,517.0,98.0,227.0,1104.0,85.0,71.0,0.0,516.0,ipynb
15,26357,134,204.0,496.0,0.0,653.0,3950.0,406.0,1846.0,8775.0,1018.0,4276.0,3.0,6848.0,ipynb
20,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
47,2824720,900,1107.0,2438.0,220.0,5893.0,134745.0,5561.0,20000.0,1141131.0,1020821.0,444345.0,6469.0,66651.0,ipynb
45,1827821,634,907.0,1784.0,16.0,4543.0,88243.0,3916.0,14177.0,743223.0,651806.0,286891.0,3290.0,46484.0,ipynb
23,49154,72,770.0,376.0,4.0,1371.0,9149.0,1160.0,4563.0,14328.0,1091.0,5939.0,1135.0,14919.0,ipynb
35,34488,58,740.0,175.0,0.0,3101.0,4805.0,680.0,5514.0,9362.0,217.0,6195.0,19.0,9816.0,ipynb
25,10782593,554,571.0,8692.0,108.0,72878.0,677247.0,73132.0,200558.0,3307459.0,3198544.0,1579405.0,209167.0,1727968.0,ipynb
22,59419,112,348.0,386.0,191.0,1577.0,9759.0,1324.0,4013.0,16978.0,1519.0,8692.0,2526.0,17331.0,ipynb
32,95133,122,1118.0,427.0,307.0,2176.0,15690.0,1869.0,7840.0,34298.0,2282.0,7527.0,1427.0,29759.0,ipynb
31,2386528,562,1204.0,1010.0,17.0,4099.0,103750.0,4339.0,16813.0,946105.0,884946.0,371760.0,4666.0,68409.0,ipynb
41,32536312,158,1084.0,107744.0,19.0,679903.0,3995027.0,679679.0,1880443.0,2619558.0,70480.0,7179411.0,1906328.0,15976600.0,ipynb
29,177572,116,930.0,534.0,110.0,4357.0,25234.0,3761.0,11073.0,36840.0,3298.0,17728.0,7919.0,80506.0,ipynb
50,4358734,554,682.0,31211.0,0.0,37669.0,270088.0,38219.0,364695.0,1260073.0,603123.0,1489014.0,20.0,666300.0,ipynb
45,43898,72,590.0,361.0,4.0,1283.0,7626.0,1037.0,3809.0,13603.0,1115.0,4851.0,1140.0,13253.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
10,970,0,30.0,6.0,0.0,10.0,98.0,32.0,108.0,534.0,33.0,7.0,0.0,252.0,ipynb
9,988,0,20.0,4.0,0.0,16.0,290.0,45.0,117.0,556.0,14.0,6.0,0.0,82.0,ipynb
19,7149590,3916,168.0,171489.0,100.0,152941.0,850239.0,125652.0,528479.0,1462011.0,276656.0,1386779.0,421106.0,2424185.0,ipynb
8,385446,206,274.0,261.0,4.0,626.0,16410.0,739.0,1922.0,153438.0,148968.0,58887.0,186.0,6186.0,ipynb
30,7149590,3916,168.0,171489.0,100.0,152941.0,850239.0,125652.0,528479.0,1462011.0,276656.0,1386779.0,421106.0,2424185.0,ipynb
16,1073362,152,204.0,204.0,8.0,974.0,39885.0,1053.0,2771.0,430096.0,418013.0,170571.0,1820.0,11435.0,ipynb
15,38165,72,146.0,104.0,4.0,340.0,2940.0,362.0,994.0,15227.0,11079.0,5072.0,206.0,2975.0,ipynb
8,9153,66,184.0,89.0,0.0,364.0,1758.0,297.0,804.0,3979.0,180.0,488.0,0.0,2045.0,ipynb
15,22795,80,168.0,119.0,8.0,720.0,4101.0,683.0,1848.0,5311.0,168.0,3204.0,1126.0,7790.0,ipynb
23,379036,230,196.0,301.0,0.0,573.0,15204.0,730.0,1744.0,154535.0,144816.0,58113.0,57.0,5011.0,ipynb
9,47689,86,228.0,103.0,4.0,423.0,3116.0,387.0,1015.0,18636.0,14850.0,6794.0,289.0,3160.0,ipynb
12,596694,164,144.0,170.0,4.0,952.0,24255.0,1028.0,2598.0,233179.0,232798.0,91831.0,2026.0,11171.0,ipynb
9,5137,56,46.0,82.0,0.0,193.0,1103.0,211.0,634.0,1731.0,73.0,401.0,0.0,1452.0,ipynb
23,596694,164,144.0,170.0,4.0,952.0,24255.0,1028.0,2598.0,233179.0,232798.0,91831.0,2026.0,11171.0,ipynb
20,706224,128,212.0,168.0,8.0,938.0,27134.0,983.0,2570.0,281995.0,271414.0,111484.0,1816.0,10927.0,ipynb
15,38165,72,146.0,104.0,4.0,340.0,2940.0,362.0,994.0,15227.0,11079.0,5072.0,206.0,2975.0,ipynb
8,9153,66,184.0,89.0,0.0,364.0,1758.0,297.0,804.0,3979.0,180.0,488.0,0.0,2045.0,ipynb
15,360950,274,344.0,353.0,12.0,2365.0,23006.0,2526.0,6824.0,131158.0,110258.0,58108.0,5080.0,29992.0,ipynb
11,8796,44,124.0,64.0,4.0,319.0,1557.0,281.0,731.0,2921.0,77.0,791.0,284.0,2611.0,ipynb
8,399031,208,278.0,256.0,4.0,650.0,17041.0,763.0,1919.0,158911.0,152701.0,62303.0,246.0,6433.0,ipynb
9,47233,86,227.0,103.0,4.0,426.0,3222.0,391.0,1028.0,18416.0,14320.0,6955.0,289.0,3185.0,ipynb
19,9153,66,184.0,89.0,0.0,364.0,1758.0,297.0,804.0,3979.0,180.0,488.0,0.0,2045.0,ipynb
34,391853,234,204.0,306.0,0.0,582.0,15394.0,741.0,1773.0,159632.0,149700.0,60674.0,57.0,5070.0,ipynb
19,399031,208,278.0,256.0,4.0,650.0,17041.0,763.0,1919.0,158911.0,152701.0,62303.0,246.0,6433.0,ipynb
20,47233,86,227.0,103.0,4.0,426.0,3222.0,391.0,1028.0,18416.0,14320.0,6955.0,289.0,3185.0,ipynb
11,5766,40,68.0,56.0,0.0,188.0,984.0,170.0,507.0,2362.0,79.0,373.0,0.0,1616.0,ipynb
9,35319,48,272.0,85.0,0.0,477.0,3237.0,369.0,1097.0,14884.0,9250.0,3835.0,4.0,3227.0,ipynb
20,28409,190,120.0,219.0,12.0,765.0,4583.0,913.0,2374.0,8811.0,137.0,2331.0,1228.0,10013.0,ipynb
16,7885,132,76.0,155.0,0.0,222.0,1334.0,314.0,876.0,4190.0,96.0,72.0,0.0,1608.0,ipynb
22,10453,54,260.0,82.0,2.0,385.0,2087.0,321.0,912.0,4827.0,158.0,372.0,1.0,2225.0,ipynb
24,16305,84,114.0,107.0,0.0,235.0,1968.0,270.0,709.0,6857.0,3912.0,1356.0,4.0,1668.0,ipynb
20,15244,88,52.0,106.0,0.0,209.0,1795.0,247.0,684.0,6161.0,3799.0,1535.0,4.0,1495.0,ipynb
31,28409,190,120.0,219.0,12.0,765.0,4583.0,913.0,2374.0,8811.0,137.0,2331.0,1228.0,10013.0,ipynb
22,110502,386,624.0,570.0,70.0,2922.0,16164.0,2971.0,8176.0,37558.0,2296.0,5147.0,4789.0,39976.0,ipynb
13,3073,0,134.0,13.0,0.0,84.0,412.0,121.0,311.0,1561.0,74.0,169.0,0.0,626.0,ipynb
27,81085,52,2118.0,72.0,0.0,3208.0,7625.0,1202.0,4507.0,10325.0,6868.0,39441.0,2.0,11374.0,ipynb
19,17406,88,289.0,171.0,0.0,568.0,2903.0,423.0,1344.0,9031.0,420.0,460.0,9.0,3467.0,ipynb
19,645407,186,351.0,248.0,408.0,2217.0,35673.0,2119.0,6295.0,246645.0,215510.0,108867.0,3480.0,31822.0,ipynb
24,643991,254,284.0,331.0,23.0,2509.0,34348.0,2433.0,7209.0,245304.0,218414.0,101607.0,4287.0,36630.0,ipynb
32,169444,492,208.0,601.0,160.0,1527.0,13290.0,1919.0,4517.0,65175.0,45377.0,22618.0,1503.0,18493.0,ipynb
36,180897,532,296.0,692.0,162.0,1895.0,14955.0,2277.0,5469.0,69019.0,45582.0,23386.0,1505.0,22873.0,ipynb
26,76353,346,707.0,520.0,457.0,1777.0,12417.0,1713.0,5046.0,30893.0,1251.0,7906.0,1325.0,18754.0,ipynb
12,20879,250,150.0,266.0,1.0,474.0,2478.0,593.0,2834.0,12350.0,586.0,261.0,8.0,4055.0,ipynb
24,24500,74,14.0,88.0,1.0,95.0,1484.0,163.0,326.0,9911.0,8306.0,3894.0,0.0,633.0,ipynb
11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ipynb
31,29026,122,46.0,136.0,4.0,615.0,3704.0,648.0,1667.0,8786.0,4236.0,2522.0,1130.0,7725.0,ipynb
22,3027,70,8.0,81.0,0.0,86.0,577.0,149.0,358.0,1521.0,28.0,26.0,0.0,630.0,ipynb
14,1064,14,14.0,23.0,0.0,42.0,205.0,45.0,112.0,536.0,9.0,28.0,0.0,193.0,ipynb
33,3027,70,8.0,81.0,0.0,86.0,577.0,149.0,358.0,1521.0,28.0,26.0,0.0,630.0,ipynb
25,1064,14,14.0,23.0,0.0,42.0,205.0,45.0,112.0,536.0,9.0,28.0,0.0,193.0,ipynb
15,4075,56,62.0,72.0,4.0,191.0,817.0,184.0,489.0,1463.0,32.0,130.0,61.0,1187.0,ipynb
17,4075,56,62.0,72.0,4.0,191.0,817.0,184.0,489.0,1463.0,32.0,130.0,61.0,1187.0,ipynb
50,4608022,22224,22637.0,84029.0,784.0,127770.0,503803.0,76393.0,289742.0,1276230.0,916789.0,697741.0,1789.0,954226.0,ipynb
46,5151741,23174,22604.0,88929.0,91.0,133152.0,533462.0,80210.0,298064.0,1448906.0,1097563.0,802363.0,1784.0,999713.0,ipynb
14,2661,26,4.0,46.0,0.0,119.0,621.0,154.0,226.0,598.0,384.0,11.0,0.0,852.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
11,5766,40,68.0,56.0,0.0,188.0,984.0,170.0,507.0,2362.0,79.0,373.0,0.0,1616.0,ipynb
15,38165,72,146.0,104.0,4.0,340.0,2940.0,362.0,994.0,15227.0,11079.0,5072.0,206.0,2975.0,ipynb
8,9153,66,184.0,89.0,0.0,364.0,1758.0,297.0,804.0,3979.0,180.0,488.0,0.0,2045.0,ipynb
16,7885,132,76.0,155.0,0.0,222.0,1334.0,314.0,876.0,4190.0,96.0,72.0,0.0,1608.0,ipynb
23,36392,102,150.0,607.0,0.0,597.0,8990.0,605.0,3205.0,11369.0,2615.0,6072.0,3.0,5887.0,ipynb
19,31963,98,116.0,522.0,0.0,529.0,7396.0,535.0,2773.0,10331.0,2680.0,5311.0,2.0,4978.0,ipynb
15,360950,274,344.0,353.0,12.0,2365.0,23006.0,2526.0,6824.0,131158.0,110258.0,58108.0,5080.0,29992.0,ipynb
23,391853,234,204.0,306.0,0.0,582.0,15394.0,741.0,1773.0,159632.0,149700.0,60674.0,57.0,5070.0,ipynb
18,9566,58,176.0,85.0,37.0,299.0,1854.0,269.0,793.0,4260.0,139.0,704.0,6.0,1948.0,ipynb
9,706224,128,212.0,168.0,8.0,938.0,27134.0,983.0,2570.0,281995.0,271414.0,111484.0,1816.0,10927.0,ipynb
8,399031,208,278.0,256.0,4.0,650.0,17041.0,763.0,1919.0,158911.0,152701.0,62303.0,246.0,6433.0,ipynb
9,35319,48,272.0,85.0,0.0,477.0,3237.0,369.0,1097.0,14884.0,9250.0,3835.0,4.0,3227.0,ipynb
24,16305,84,114.0,107.0,0.0,235.0,1968.0,270.0,709.0,6857.0,3912.0,1356.0,4.0,1668.0,ipynb
20,15244,88,52.0,106.0,0.0,209.0,1795.0,247.0,684.0,6161.0,3799.0,1535.0,4.0,1495.0,ipynb
12,394247,186,226.0,243.0,4.0,515.0,16052.0,614.0,1472.0,159425.0,150179.0,62482.0,384.0,4551.0,ipynb
9,5137,56,46.0,82.0,0.0,193.0,1103.0,211.0,634.0,1731.0,73.0,401.0,0.0,1452.0,ipynb
18,7396,88,102.0,108.0,0.0,207.0,1281.0,257.0,841.0,3579.0,125.0,318.0,0.0,1588.0,ipynb
9,80658,70,98.0,91.0,2.0,211.0,3963.0,257.0,637.0,32278.0,30833.0,11485.0,16.0,1611.0,ipynb
24,1246320,614,385.0,663.0,71.0,1287.0,49962.0,1775.0,4319.0,498450.0,484759.0,195233.0,707.0,14189.0,ipynb
15,285013,152,166.0,192.0,4.0,6393.0,38334.0,6501.0,17646.0,45427.0,8046.0,19479.0,17930.0,148890.0,ipynb
14,10426,30,10.0,40.0,4.0,259.0,1646.0,282.0,774.0,2547.0,38.0,627.0,576.0,4649.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
15,2920,46,30.0,62.0,1.0,102.0,567.0,133.0,275.0,1417.0,41.0,54.0,0.0,600.0,ipynb
26,4101,48,24.0,67.0,27.0,97.0,828.0,145.0,315.0,1839.0,57.0,379.0,5.0,730.0,ipynb
16,10444,114,72.0,137.0,0.0,332.0,1985.0,339.0,896.0,3606.0,441.0,849.0,1.0,2907.0,ipynb
27,10444,114,72.0,137.0,0.0,332.0,1985.0,339.0,896.0,3606.0,441.0,849.0,1.0,2907.0,ipynb
8,1519,34,0.0,96.0,0.0,67.0,253.0,29.0,96.0,656.0,31.0,266.0,0.0,116.0,ipynb
12,19334,422,116.0,556.0,1.0,690.0,3974.0,595.0,1730.0,8191.0,353.0,755.0,3.0,4273.0,ipynb
23,19187,416,112.0,552.0,1.0,675.0,3933.0,593.0,1710.0,8145.0,351.0,756.0,3.0,4243.0,ipynb
9,14428,456,102.0,837.0,0.0,456.0,2242.0,476.0,830.0,7002.0,418.0,1214.0,0.0,1701.0,ipynb
9,14428,456,102.0,837.0,0.0,456.0,2242.0,476.0,830.0,7002.0,418.0,1214.0,0.0,1701.0,ipynb
14,270037,322,217.0,579.0,257.0,1164.0,14575.0,850.0,3576.0,105127.0,98844.0,39828.0,14.0,9110.0,ipynb
25,270037,322,217.0,579.0,257.0,1164.0,14575.0,850.0,3576.0,105127.0,98844.0,39828.0,14.0,9110.0,ipynb
28,5360,74,46.0,100.0,0.0,131.0,857.0,180.0,620.0,2875.0,101.0,137.0,0.0,1039.0,ipynb
22,5426,74,48.0,101.0,0.0,132.0,873.0,181.0,621.0,2915.0,101.0,139.0,0.0,1043.0,ipynb
39,5426,74,48.0,101.0,0.0,132.0,873.0,181.0,621.0,2915.0,101.0,139.0,0.0,1043.0,ipynb
22,32573,326,62.0,608.0,5.0,972.0,6577.0,737.0,2572.0,9159.0,762.0,1154.0,0.0,12948.0,ipynb
33,20130,224,70.0,361.0,0.0,568.0,3962.0,510.0,1894.0,6169.0,481.0,978.0,1.0,7316.0,ipynb
22,19452,234,84.0,366.0,0.0,563.0,3855.0,505.0,1684.0,6314.0,466.0,670.0,0.0,6900.0,ipynb
33,19452,234,84.0,366.0,0.0,563.0,3855.0,505.0,1684.0,6314.0,466.0,670.0,0.0,6900.0,ipynb
52,18900,226,66.0,365.0,0.0,540.0,3728.0,491.0,1627.0,6039.0,470.0,700.0,0.0,6766.0,ipynb
22,18969,226,66.0,358.0,0.0,545.0,3755.0,495.0,1627.0,5990.0,483.0,670.0,0.0,6876.0,ipynb
33,18969,226,66.0,358.0,0.0,545.0,3755.0,495.0,1627.0,5990.0,483.0,670.0,0.0,6876.0,ipynb
33,18479,230,62.0,368.0,0.0,511.0,3626.0,461.0,1563.0,6070.0,478.0,702.0,0.0,6432.0,ipynb
22,19551,238,82.0,370.0,0.0,571.0,3913.0,505.0,1679.0,6284.0,473.0,651.0,0.0,6969.0,ipynb
33,19551,238,82.0,370.0,0.0,571.0,3913.0,505.0,1679.0,6284.0,473.0,651.0,0.0,6969.0,ipynb
22,19489,234,82.0,372.0,0.0,567.0,3889.0,509.0,1678.0,6316.0,472.0,668.0,0.0,6889.0,ipynb
33,19252,228,68.0,370.0,7.0,544.0,3781.0,505.0,1658.0,6171.0,472.0,758.0,4.0,6849.0,ipynb
33,17887,222,70.0,338.0,2.0,506.0,3480.0,472.0,1555.0,5929.0,434.0,614.0,1.0,6291.0,ipynb
22,19055,238,62.0,366.0,0.0,541.0,3758.0,486.0,1654.0,6087.0,487.0,695.0,0.0,6821.0,ipynb
33,19193,234,62.0,365.0,0.0,554.0,3815.0,502.0,1667.0,6108.0,483.0,701.0,0.0,6871.0,ipynb
22,18695,222,64.0,355.0,0.0,544.0,3697.0,490.0,1621.0,5928.0,446.0,643.0,0.0,6796.0,ipynb
33,18695,222,64.0,355.0,0.0,544.0,3697.0,490.0,1621.0,5928.0,446.0,643.0,0.0,6796.0,ipynb
46,19387,230,66.0,368.0,0.0,548.0,3789.0,499.0,1720.0,6312.0,487.0,704.0,0.0,6883.0,ipynb
33,17833,222,62.0,356.0,0.0,481.0,3480.0,428.0,1522.0,6002.0,475.0,665.0,0.0,6090.0,ipynb
33,18728,230,62.0,363.0,0.0,540.0,3707.0,488.0,1610.0,5961.0,467.0,672.0,0.0,6726.0,ipynb
22,18977,230,64.0,363.0,0.0,546.0,3756.0,494.0,1635.0,6010.0,468.0,697.0,0.0,6843.0,ipynb
33,18977,230,64.0,363.0,0.0,546.0,3756.0,494.0,1635.0,6010.0,468.0,697.0,0.0,6843.0,ipynb
33,18805,230,66.0,361.0,0.0,538.0,3725.0,486.0,1627.0,5991.0,462.0,674.0,0.0,6758.0,ipynb
24,19002,232,66.0,362.0,7.0,540.0,3716.0,490.0,1620.0,6070.0,475.0,745.0,4.0,6785.0,ipynb
47,28570,284,70.0,536.0,12.0,841.0,5614.0,658.0,2382.0,8600.0,647.0,1101.0,4.0,10861.0,ipynb
22,18894,234,62.0,367.0,0.0,542.0,3743.0,490.0,1614.0,6030.0,468.0,668.0,0.0,6780.0,ipynb
22,18611,222,66.0,355.0,0.0,536.0,3685.0,485.0,1613.0,5914.0,452.0,643.0,0.0,6738.0,ipynb
33,18611,222,66.0,355.0,0.0,536.0,3685.0,485.0,1613.0,5914.0,452.0,643.0,0.0,6738.0,ipynb
32,19381,252,70.0,379.0,8.0,545.0,3806.0,500.0,1671.0,6189.0,473.0,758.0,4.0,6897.0,ipynb
43,19381,252,70.0,379.0,8.0,545.0,3806.0,500.0,1671.0,6189.0,473.0,758.0,4.0,6897.0,ipynb
22,18673,230,64.0,361.0,8.0,513.0,3619.0,462.0,1593.0,6047.0,474.0,667.0,0.0,6690.0,ipynb
33,18673,230,64.0,361.0,8.0,513.0,3619.0,462.0,1593.0,6047.0,474.0,667.0,0.0,6690.0,ipynb
15,8249,66,66.0,105.0,7.0,229.0,1382.0,243.0,872.0,4385.0,190.0,178.0,1.0,1640.0,ipynb
21,13218,172,104.0,215.0,0.0,348.0,1988.0,427.0,1569.0,6882.0,312.0,222.0,1.0,2974.0,ipynb
30,81825,68,52.0,531.0,18.0,1544.0,6358.0,1262.0,11101.0,50853.0,4136.0,1272.0,1.0,16992.0,ipynb
28,8186,122,66.0,150.0,0.0,245.0,1305.0,316.0,993.0,4260.0,143.0,117.0,0.0,1778.0,ipynb
32,13098,172,104.0,215.0,0.0,346.0,1967.0,423.0,1549.0,6818.0,308.0,222.0,1.0,2945.0,ipynb
15,9010,68,76.0,117.0,7.0,255.0,1503.0,272.0,945.0,4677.0,206.0,179.0,1.0,1921.0,ipynb
31,17145,70,78.0,164.0,10.0,402.0,2042.0,382.0,2056.0,9856.0,625.0,317.0,1.0,3580.0,ipynb
42,17180,70,78.0,157.0,11.0,402.0,2038.0,383.0,2064.0,9874.0,620.0,336.0,1.0,3593.0,ipynb
44,12125,156,104.0,199.0,1.0,328.0,1845.0,416.0,1434.0,6264.0,269.0,218.0,0.0,2741.0,ipynb
17,11593,150,96.0,226.0,0.0,325.0,1786.0,404.0,1379.0,5988.0,225.0,204.0,0.0,2593.0,ipynb
26,16643,70,80.0,157.0,9.0,385.0,1973.0,374.0,1988.0,9653.0,590.0,321.0,1.0,3404.0,ipynb
28,11836,150,96.0,226.0,1.0,324.0,1789.0,404.0,1417.0,6169.0,247.0,203.0,0.0,2631.0,ipynb
26,9076,68,78.0,117.0,7.0,250.0,1490.0,266.0,956.0,4769.0,203.0,184.0,1.0,1909.0,ipynb
17,21638,172,154.0,230.0,219.0,370.0,3517.0,449.0,1762.0,9825.0,367.0,3089.0,13.0,3682.0,ipynb
26,9131,68,78.0,117.0,7.0,255.0,1513.0,272.0,959.0,4740.0,202.0,185.0,2.0,1964.0,ipynb
15,9174,68,86.0,116.0,7.0,257.0,1545.0,271.0,953.0,4766.0,206.0,182.0,1.0,1940.0,ipynb
26,9175,68,86.0,116.0,7.0,257.0,1545.0,271.0,953.0,4766.0,206.0,183.0,1.0,1940.0,ipynb
15,17274,86,80.0,177.0,8.0,414.0,2127.0,410.0,2058.0,9874.0,595.0,304.0,1.0,3608.0,ipynb
17,12133,154,110.0,195.0,1.0,340.0,1907.0,432.0,1415.0,6132.0,252.0,216.0,0.0,2826.0,ipynb
26,17274,86,80.0,177.0,8.0,414.0,2127.0,410.0,2058.0,9874.0,595.0,304.0,1.0,3608.0,ipynb
15,8708,60,84.0,106.0,7.0,242.0,1412.0,243.0,912.0,4667.0,198.0,178.0,2.0,1752.0,ipynb
17,9414,124,104.0,159.0,0.0,280.0,1548.0,342.0,1092.0,4836.0,155.0,132.0,0.0,2076.0,ipynb
26,16788,70,84.0,155.0,8.0,393.0,2008.0,378.0,2003.0,9676.0,598.0,309.0,2.0,3485.0,ipynb
28,12066,158,104.0,197.0,1.0,332.0,1882.0,414.0,1416.0,6184.0,252.0,206.0,0.0,2750.0,ipynb
17,9570,124,102.0,160.0,0.0,279.0,1550.0,349.0,1128.0,4831.0,155.0,128.0,1.0,2240.0,ipynb
26,17298,70,82.0,163.0,9.0,400.0,2060.0,381.0,2061.0,9997.0,606.0,326.0,2.0,3583.0,ipynb
28,12556,170,102.0,216.0,0.0,344.0,1940.0,432.0,1470.0,6381.0,271.0,187.0,1.0,2944.0,ipynb
15,9203,72,74.0,120.0,7.0,266.0,1548.0,277.0,961.0,4802.0,198.0,189.0,1.0,1926.0,ipynb
28,16256,216,110.0,308.0,0.0,443.0,2435.0,462.0,1897.0,8597.0,411.0,263.0,0.0,3473.0,ipynb
15,8873,64,74.0,112.0,7.0,257.0,1475.0,254.0,930.0,4701.0,196.0,184.0,1.0,1802.0,ipynb
17,9268,124,110.0,155.0,0.0,268.0,1501.0,339.0,1091.0,4766.0,151.0,127.0,0.0,2066.0,ipynb
26,9201,72,74.0,120.0,7.0,266.0,1546.0,277.0,961.0,4798.0,202.0,189.0,1.0,1926.0,ipynb
15,8916,68,74.0,114.0,7.0,249.0,1488.0,268.0,939.0,4685.0,200.0,180.0,1.0,1850.0,ipynb
17,15514,170,108.0,218.0,63.0,356.0,2493.0,443.0,1592.0,7625.0,341.0,1030.0,8.0,3102.0,ipynb
26,8917,68,74.0,114.0,7.0,249.0,1488.0,268.0,939.0,4685.0,200.0,181.0,1.0,1850.0,ipynb
28,25218,174,158.0,243.0,290.0,417.0,4217.0,476.0,1850.0,11265.0,426.0,4113.0,18.0,3897.0,ipynb
15,17571,76,84.0,167.0,19.0,404.0,2215.0,399.0,2045.0,9911.0,630.0,454.0,6.0,3605.0,ipynb
17,13867,174,102.0,245.0,0.0,365.0,2138.0,446.0,1579.0,7280.0,329.0,245.0,1.0,2988.0,ipynb
28,17587,222,102.0,332.0,1.0,455.0,2639.0,491.0,1988.0,9494.0,455.0,275.0,1.0,3611.0,ipynb
28,15570,216,120.0,293.0,0.0,422.0,2353.0,453.0,1815.0,8244.0,370.0,258.0,0.0,3294.0,ipynb
15,9317,68,82.0,114.0,7.0,265.0,1573.0,273.0,967.0,4848.0,226.0,214.0,1.0,1919.0,ipynb
17,12959,160,110.0,205.0,1.0,351.0,2005.0,432.0,1504.0,6630.0,301.0,236.0,0.0,2960.0,ipynb
26,9317,68,82.0,114.0,7.0,265.0,1573.0,273.0,967.0,4848.0,226.0,214.0,1.0,1919.0,ipynb
